Game Title,User Rating,Age Group Targeted,Price,Platform,Requires Special Device,Developer,Publisher,Release Year,Genre,Multiplayer,Game Length (Hours),Graphics Quality,Soundtrack Quality,Story Quality,User Review Text,Game Mode,Min Number of Players,Sentiment Score,Sentiment
Stardew Valley,29.4,Mature,40.21,Android/iOS,Yes,Game Freak,Innersloth,2020,Adventure,No,29.5,Medium,Poor,Average,"Disappointing game, but the gameplay is amazing.",Offline,10,-0.1333333333333333,Neutral
Animal Crossing: New Horizons,16.3,Everyone 10+,26.54,PC,Yes,Rockstar Games,Nintendo,2022,Adventure,No,8.3,Low,Excellent,Average,"Disappointing game, but the gameplay is amazing.",Offline,8,-0.1333333333333333,Neutral
Call of Duty: Modern Warfare 2,44.5,Teen,57.17,PS4,No,Rockstar Games,Capcom,2012,Sports,Yes,54.3,Medium,Average,Excellent,"Great game, but the graphics could be better.",Online,1,0.3,Positive
Red Dead Redemption 2,22.8,Mature,33.18,PS4,No,Bungie,Square Enix,2013,Simulation,No,15.2,Medium,Poor,Average,"Solid game, but the graphics could be better.",Online,1,0.033333333333333326,Neutral
Fortnite,29.5,Mature,27.46,Switch,No,Capcom,Nintendo,2012,Strategy,No,50.7,Medium,Excellent,Poor,"Solid game, but the gameplay is amazing.",Online,6,0.0666666666666667,Neutral
Cuphead,20.9,Everyone 10+,37.84,Switch,No,Bungie,Epic Games,2014,Simulation,No,6.5,Ultra,Poor,Poor,"Disappointing game, but the gameplay is amazing.",Offline,8,-0.1333333333333333,Neutral
Pillars of Eternity II: Deadfire,29.9,Teen,52.56,Switch,No,Rockstar Games,Activision,2019,Simulation,No,9.5,Ultra,Good,Average,"Disappointing game, but the gameplay is amazing.",Offline,3,-0.1333333333333333,Neutral
Rocket League,34.6,Teen,38.08,Xbox,Yes,Innersloth,Valve,2022,Strategy,Yes,49.4,Low,Poor,Excellent,"Solid game, but too many bugs.",Offline,2,0.033333333333333326,Neutral
Rocket League,27.2,Everyone,35.65,PS4,No,Game Freak,Epic Games,2013,Simulation,No,26.5,Medium,Poor,Excellent,"Disappointing game, but too many bugs.",Offline,7,-0.16666666666666666,Neutral
Street Fighter V,39.4,Everyone 10+,47.37,Android/iOS,Yes,Innersloth,Capcom,2023,Strategy,Yes,53.0,Medium,Poor,Excellent,"Solid game, but the gameplay is amazing.",Online,6,0.0666666666666667,Neutral
Pillars of Eternity II: Deadfire,42.6,Everyone 10+,48.68,Switch,No,Rockstar Games,Capcom,2013,Fighting,No,59.1,Low,Average,Good,"Amazing game, but the graphics could be better.",Offline,6,0.23333333333333336,Positive
Tekken 7,38.3,Mature,46.01,Android/iOS,No,Capcom,Epic Games,2023,Action,Yes,50.0,Medium,Good,Excellent,"Solid game, but too many bugs.",Online,10,0.033333333333333326,Neutral
Super Smash Bros. Ultimate,25.6,Everyone 10+,44.57,Xbox,Yes,Bungie,Take-Two Interactive,2017,Strategy,Yes,8.4,Ultra,Good,Poor,"Solid game, but the graphics could be better.",Online,6,0.033333333333333326,Neutral
Counter-Strike: Global Offensive,20.2,Mature,36.79,PC,Yes,Game Freak,Innersloth,2014,Simulation,No,7.5,Low,Good,Good,"Disappointing game, but the gameplay is amazing.",Online,2,-0.1333333333333333,Neutral
Just Dance 2024,33.4,Mature,46.57,PS4,No,Bungie,Take-Two Interactive,2021,Role-Playing Game,No,29.1,High,Good,Average,"Solid game, but the gameplay is amazing.",Offline,3,0.0666666666666667,Neutral
Tekken 7,31.5,Everyone 10+,36.74,PS4,Yes,Capcom,Valve,2017,Strategy,No,43.0,Low,Good,Average,"Great game, but the graphics could be better.",Online,8,0.3,Positive
Grand Theft Auto V,28.6,Teen,43.41,Xbox,No,Capcom,Square Enix,2016,Sports,Yes,21.5,Low,Poor,Average,"Great game, but the gameplay is amazing.",Online,4,0.3333333333333333,Positive
The Legend of Zelda: Breath of the Wild,23.8,Everyone,33.28,Android/iOS,Yes,Game Freak,Valve,2021,Strategy,No,27.7,High,Average,Excellent,"Disappointing game, but too many bugs.",Offline,10,-0.16666666666666666,Neutral
Fall Guys,22.5,Everyone 10+,31.85,PS4,Yes,Rockstar Games,Square Enix,2010,Sports,No,22.1,High,Excellent,Good,"Solid game, but the graphics could be better.",Online,1,0.033333333333333326,Neutral
Rocket League,39.7,Everyone 10+,52.56,Xbox,No,Rockstar Games,Capcom,2010,Shooter,No,40.6,Ultra,Excellent,Good,"Great game, but the graphics could be better.",Offline,6,0.3,Positive
Kingdom Hearts III,32.0,Everyone 10+,38.34,Switch,Yes,Bungie,Activision,2022,Simulation,Yes,46.6,High,Poor,Average,"Great game, but the graphics could be better.",Online,10,0.3,Positive
Super Mario Odyssey,31.4,Mature,58.07,Android/iOS,No,Valve,Activision,2021,Adventure,No,11.7,Ultra,Poor,Good,"Great game, but the graphics could be better.",Online,8,0.3,Positive
Counter-Strike: Global Offensive,22.4,Everyone,33.3,Switch,No,CD Projekt Red,Take-Two Interactive,2013,Shooter,No,12.9,Ultra,Excellent,Poor,"Amazing game, but too many bugs.",Offline,7,0.23333333333333336,Positive
Grand Theft Auto V,32.8,Mature,27.65,Switch,Yes,Epic Games,Nintendo,2021,Adventure,No,59.8,Medium,Excellent,Poor,"Great game, but the gameplay is amazing.",Online,8,0.3333333333333333,Positive
Hades,31.4,Mature,42.5,Switch,Yes,EA Sports,Electronic Arts,2010,Role-Playing Game,No,37.3,Medium,Excellent,Poor,"Solid game, but the gameplay is amazing.",Online,5,0.0666666666666667,Neutral
The Witcher 3: Wild Hunt,42.5,Mature,53.88,Android/iOS,Yes,Valve,Capcom,2016,Party,No,53.6,Ultra,Average,Average,"Great game, but the graphics could be better.",Offline,2,0.3,Positive
The Elder Scrolls V: Skyrim,38.5,Teen,46.38,Switch,No,Epic Games,Electronic Arts,2010,Sports,No,57.2,High,Excellent,Excellent,"Solid game, but the gameplay is amazing.",Offline,5,0.0666666666666667,Neutral
The Legend of Zelda: Breath of the Wild,33.2,Teen,57.88,PS4,Yes,Innersloth,Square Enix,2019,Puzzle,No,13.8,Low,Good,Good,"Disappointing game, but the graphics could be better.",Offline,2,-0.16666666666666666,Neutral
